Location,Last location,Next location,FullEmpty,With customer,ContainerType,ContainerSize,Owner,count
DK AAR,,,Empty,True,45R1,40.0,ONEWAY,1
DK AAR,,,Empty,True,4EG1,40.0,CARRIER,1
DK AAR,,,Full,False,22B0,20.0,CARRIER,1
DK AAR,,,Full,False,22G1,20.0,CARRIER,1
DK AAR,,,Full,False,22G1,20.0,ONEWAY,1
DK AAR,,,Full,False,22G1,20.0,SHIPPER,1
DK AAR,,,Full,False,22K0,20.0,SHIPPER,1
DK AAR,,,Full,False,22U1,20.0,ONEWAY,1
DK AAR,,,Full,False,42G1,40.0,ONEWAY,1
DK AAR,,,Full,False,42U1,40.0,CARRIER,1
DK AAR,,,Full,False,45G1,40.0,CARRIER,2
DK AAR,,,Full,False,45G1,40.0,ONEWAY,3
DK AAR,,,Full,False,45R1,40.0,CARRIER,3
DK AAR,,,Full,False,45R1,40.0,ONEWAY,12
DK AAR,,,Full,False,45R1,40.0,SHIPPER,2
DK AAR,,,Full,False,45U1,40.0,CARRIER,1
DK AAR,,,Full,False,4EG1,40.0,CARRIER,1
DK AAR,,,Full,False,4EG1,40.0,ONEWAY,1
DK AAR,,,Full,False,LNRB,45.0,CARRIER,1
DK AAR,,,Full,True,22G1,20.0,CARRIER,1
DK AAR,,,Full,True,22G1,20.0,ONEWAY,1
DK AAR,,,Full,True,22K0,20.0,CARRIER,1
DK AAR,,,Full,True,42U1,40.0,CARRIER,1
DK AAR,,,Full,True,45G1,40.0,CARRIER,1
DK AAR,,,Full,True,45G1,40.0,ONEWAY,2
DK AAR,,,Full,True,45R1,40.0,CARRIER,1
DK AAR,,,Full,True,45R1,40.0,ONEWAY,13
DK AAR,,,Full,True,4EG1,40.0,CARRIER,1
DK CPH,,,Empty,False,45G1,40.0,CARRIER,1
EE TLL,,,Empty,False,42P3,40.0,CARRIER,1
EE TLL,,,Empty,False,45R1,40.0,CARRIER,1
EE TLL,,,Empty,False,45U1,40.0,CARRIER,1
